Date,Demand_MW,Total_Production_MW,Coal_MW,Hydrocarbons_MW,Water_MW,Nuclear_MW,Wind_MW,Solar_MW,Biomass_MW,Import_MW,Import_Positive_MW,Export_Positive_MW
2023-01-01,4737.312925170068,5597.326530612245,861.5170068027211,1366.7074829931973,1204.1768707482993,1408.8367346938776,625.3605442176871,99.65986394557824,31.006802721088434,-859.9659863945578,0.0,859.9659863945578
2023-01-02,5067.198630136986,6124.86301369863,903.8698630136986,1564.1027397260275,1653.2876712328766,1409.5890410958905,452.83561643835617,110.78082191780823,30.246575342465754,-1057.6164383561643,0.0,1057.6164383561643
2023-01-03,5942.9795918367345,6445.3877551020405,931.5510204081633,1514.0408163265306,1953.8299319727892,1389.0408163265306,524.8163265306123,99.3265306122449,32.6530612244898,-502.421768707483,26.918367346938776,529.3401360544218
2023-01-04,6415.493150684932,6538.753424657534,965.6917808219179,1623.835616438356,1774.472602739726,1384.7397260273972,713.3356164383562,31.972602739726028,44.794520547945204,-123.23287671232876,210.6917808219178,333.9246575342466
2023-01-05,6548.959183673469,7837.034013605442,1061.4489795918366,1689.299319727891,1579.4761904761904,1388.9795918367347,2017.9455782312925,56.45578231292517,43.76190476190476,-1288.0544217687075,0.0,1288.0544217687075
2023-01-06,6208.8378378378375,7040.777027027027,942.5,1689.581081081081,1875.4797297297298,1388.2972972972973,999.2702702702703,97.58108108108108,48.358108108108105,-832.0743243243244,0.0,832.0743243243244
2023-01-07,5791.073825503356,5761.201342281879,891.8255033557047,1579.5906040268455,1544.1342281879195,1404.1140939597315,210.15436241610738,82.2751677852349,49.33557046979866,29.899328859060404,157.6510067114094,127.75167785234899
2023-01-08,5619.890410958904,6310.7945205479455,921.8493150684932,1708.013698630137,1545.63698630137,1407.4246575342465,588.1780821917808,92.9931506849315,47.136986301369866,-690.9246575342465,0.3219178082191781,691.2465753424658
2023-01-09,6730.108108108108,8028.891891891892,936.0945945945946,1606.527027027027,1466.3175675675675,1380.2027027027027,2534.337837837838,44.78378378378378,60.932432432432435,-1298.7364864864865,0.0,1298.7364864864865
2023-01-10,6899.625850340136,8104.503401360545,1038.3401360544217,1653.265306122449,1475.4965986394557,1387.4149659863945,2465.8843537414964,17.408163265306122,66.94557823129252,-1204.904761904762,0.0,1204.904761904762
2023-01-11,6916.109589041096,7719.54794520548,1023.3082191780821,1471.4383561643835,1455.9041095890411,1384.7945205479452,2289.698630136986,28.171232876712327,66.28082191780823,-803.3424657534247,0.6506849315068494,803.9931506849315
2023-01-12,6996.5,6743.878378378378,1004.8581081081081,1383.0472972972973,1715.4662162162163,1376.5743243243244,1185.4662162162163,12.141891891891891,66.31756756756756,252.6081081081081,528.5608108108108,275.9527027027027
2023-01-13,6922.256756756757,5952.554054054054,1067.277027027027,1412.7094594594594,1929.0743243243244,1381.6081081081081,59.645270270270274,38.25,65.69594594594595,969.668918918919,972.8716216216217,3.2027027027027026
2023-01-14,6392.972602739726,5999.061643835616,1034.9383561643835,1810.5205479452054,1679.5479452054794,1398.9315068493152,1.9328767123287671,15.67123287671233,67.78082191780823,393.9178082191781,433.7739726027397,39.85616438356164
2023-01-15,5741.0472972972975,6061.222972972973,957.1148648648649,1709.8513513513512,1599.412162162162,1401.4256756756756,284.4885135135135,48.141891891891895,67.54729729729729,-320.0878378378378,10.317567567567568,330.4054054054054
2023-01-16,6812.857142857143,8035.278911564626,1022.5510204081633,1667.3401360544217,1880.0204081632653,1383.1768707482993,1969.2925170068027,45.625850340136054,67.3265306122449,-1222.4149659863945,0.0,1222.4149659863945
2023-01-17,6862.067114093959,7936.114093959732,1022.3758389261745,1667.7181208053692,1894.2013422818793,1402.03355704698,1821.7919463087248,64.79194630872483,63.20805369127517,-1074.1073825503356,0.0,1074.1073825503356
2023-01-18,6776.905405405405,8155.236486486487,1034.0743243243244,1624.3445945945946,1859.777027027027,1409.3175675675675,2074.4594594594596,85.89864864864865,67.3445945945946,-1378.4054054054054,0.0,1378.4054054054054
2023-01-19,6756.7972972972975,8095.722972972973,1040.0675675675675,1556.7837837837837,1791.3918918918919,1400.5675675675675,2151.135135135135,87.79054054054055,67.96621621621621,-1338.8648648648648,0.0,1338.8648648648648
2023-01-20,6796.2,8299.006666666666,1010.46,1663.8466666666666,2083.9533333333334,1404.2733333333333,2040.7733333333333,26.46,69.16,-1502.78,0.0,1502.78
2023-01-21,6220.97972972973,7919.4324324324325,946.4932432432432,1525.0067567567567,2624.6216216216217,1393.1283783783783,1284.1081081081081,80.32432432432432,65.8445945945946,-1698.4527027027027,0.0,1698.4527027027027
2023-01-22,5718.530612244898,8273.612244897959,927.4625850340136,1475.0680272108843,2859.0476190476193,1370.6258503401361,1541.5714285714287,36.054421768707485,63.8843537414966,-2555.1020408163267,0.0,2555.1020408163267
2023-01-23,6454.3877551020405,7899.210884353742,983.0748299319728,1701.4625850340135,2959.7619047619046,1380.1700680272108,751.8503401360545,58.12244897959184,64.93877551020408,-1444.8843537414966,0.0,1444.8843537414966
2023-01-24,6472.135135135135,8017.925675675676,1002.6351351351351,1796.6554054054054,3041.75,1397.472972972973,659.1148648648649,53.2972972972973,67.25,-1545.75,0.0,1545.75
2023-01-25,6996.609589041096,7729.171232876713,1052.972602739726,1735.6712328767123,2838.931506849315,1384.150684931507,628.1780821917808,26.445205479452056,62.95890410958904,-732.4931506849315,8.808219178082192,741.3013698630137
2023-01-26,7108.445945945946,8033.0,1072.3648648648648,1611.2702702702702,2589.304054054054,1372.4391891891892,1289.5405405405406,33.9054054054054,64.35810810810811,-924.5337837837837,0.0,924.5337837837837
2023-01-27,7244.006849315068,9262.54109589041,992.6575342465753,1795.6780821917807,2628.609589041096,1375.9178082191781,2395.1164383561645,8.099315068493151,66.67808219178082,-2018.8424657534247,0.0,2018.8424657534247
2023-01-28,6659.458904109589,8647.486301369863,1045.513698630137,1812.335616438356,2837.376712328767,1402.445205479452,1471.3150684931506,11.780821917808218,67.04109589041096,-1988.0479452054794,0.0,1988.0479452054794
2023-01-29,6033.563758389262,8344.704697986577,1022.9395973154362,1808.8590604026845,2654.9463087248323,1403.6375838926174,1360.5167785234898,27.302013422818792,66.93959731543625,-2311.221476510067,0.0,2311.221476510067
2023-01-30,6826.1866666666665,7258.2,964.8266666666667,1797.8266666666666,2422.0266666666666,1382.9466666666667,566.1,58.72666666666667,67.22,-431.96,175.59333333333333,607.5533333333333
2023-01-31,7138.236486486487,7631.9324324324325,1072.712837837838,1800.831081081081,2483.2364864864867,1388.7702702702702,751.3851351351351,66.60810810810811,68.67567567567568,-493.65202702702703,43.141891891891895,536.793918918919
2023-02-01,7056.0,7440.958904109589,1049.986301369863,1646.486301369863,2330.027397260274,1397.123287671233,841.6575342465753,107.52739726027397,68.47945205479452,-385.06164383561645,35.56164383561644,420.6232876712329
2023-02-02,6972.7945205479455,7117.924657534247,988.7260273972603,1674.8150684931506,2133.8424657534247,1380.8972602739725,798.7808219178082,75.22602739726027,65.96575342465754,-145.13698630136986,141.4041095890411,286.541095890411
2023-02-03,7030.0,7020.952380952381,988.6122448979592,1636.8707482993198,2129.7414965986395,1384.4421768707482,701.6190476190476,113.74149659863946,66.27891156462584,9.0,335.312925170068,326.312925170068
2023-02-04,6599.246575342466,7086.561643835616,988.054794520548,1661.541095890411,2021.5684931506848,1388.664383561644,901.6575342465753,56.99315068493151,68.32191780821918,-487.3150684931507,85.47945205479452,572.7945205479452
