Date,AvgTemp_Celsius,SunlightHours,AvgWindSpeed_kmh,SolarRadiation_WM2
1/1/2023,-2.1,9.191721866,2.88,0
1/1/2023,1.66,9.191721866,3.195,0
1/1/2023,1.94,9.191721866,2.61,0
1/1/2023,1.73,9.191721866,1.89,0
1/1/2023,1.52,9.191721866,2.43,0
1/1/2023,1.24,9.191721866,2.52,0
1/1/2023,1.02,9.191721866,2.52,0
1/1/2023,0.82,9.191721866,2.205,0
1/1/2023,1.06,9.191721866,3.105,12
1/1/2023,2.24,9.191721866,2.61,71
1/1/2023,5.11,9.191721866,5.67,548
1/1/2023,7.07,9.191721866,4.86,536
1/1/2023,8.26,9.191721866,4.365,429
1/1/2023,7.96,9.191721866,5.265,126
1/1/2023,7.9,9.191721866,6.66,253
1/1/2023,7.02,9.191721866,5.58,34
1/1/2023,5.76,9.191721866,8.235,0
1/1/2023,5.34,9.191721866,5.805,0
1/1/2023,5.04,9.191721866,6.66,0
1/1/2023,4.74,9.191721866,4.95,0
1/1/2023,4.44,9.191721866,4.68,0
1/1/2023,4.14,9.191721866,5.31,0
1/1/2023,3.84,9.191721866,3.51,0
1/1/2023,3.45,9.191721866,2.295,0
1/2/2023,3.14,11.25812867,1.845,0
1/2/2023,2.84,11.25812867,2.115,0
1/2/2023,2.54,11.25812867,4.365,0
1/2/2023,2.24,11.25812867,7.515,0
1/2/2023,1.94,11.25812867,6.975,0
1/2/2023,1.64,11.25812867,8.415,0
1/2/2023,1.34,11.25812867,6.435,0
1/2/2023,1.04,11.25812867,7.695,0
1/2/2023,1.7,11.25812867,4.455,31
1/2/2023,2.15,11.25812867,4.275,48
1/2/2023,3.16,11.25812867,4.005,134
1/2/2023,3.56,11.25812867,4.59,88
1/2/2023,3.6,11.25812867,3.42,61
1/2/2023,3.34,11.25812867,5.13,35
1/2/2023,3.3,11.25812867,6.03,51
1/2/2023,3.04,11.25812867,4.23,22
1/2/2023,2.65,11.25812867,5.22,0
1/2/2023,2.51,11.25812867,4.455,0
1/2/2023,2.32,11.25812867,4.635,0
1/2/2023,2.21,11.25812867,2.79,0
1/2/2023,2.11,11.25812867,1.89,0
1/2/2023,1.93,11.25812867,1.485,0
1/2/2023,1.81,11.25812867,1.125,0
1/2/2023,1.71,11.25812867,0.765,0
1/3/2023,1.52,10.23733862,0.405,0
1/3/2023,1.41,10.23733862,0.045,0
1/3/2023,1.31,10.23733862,0,0
1/3/2023,1.21,10.23733862,0.315,0
1/3/2023,1.11,10.23733862,0.045,0
1/3/2023,1.01,10.23733862,0.315,0
1/3/2023,0.91,10.23733862,0.045,0
1/3/2023,0.81,10.23733862,0.315,0
1/3/2023,1.24,10.23733862,0.36,18
1/3/2023,3.31,10.23733862,0.36,269
1/3/2023,4.82,10.23733862,0.36,240
1/3/2023,5.79,10.23733862,1.305,242
1/3/2023,5.9,10.23733862,1.44,107
1/3/2023,6.16,10.23733862,1.755,159
1/3/2023,5.94,10.23733862,1.485,82
1/3/2023,5.55,10.23733862,0.81,52
1/3/2023,4.8,10.23733862,1.35,0
1/3/2023,4.35,10.23733862,2.385,0
1/3/2023,4.04,10.23733862,5.04,0
1/3/2023,3.65,10.23733862,4.77,0
1/3/2023,3.25,10.23733862,3.42,0
1/3/2023,2.85,10.23733862,3.24,0
1/3/2023,2.54,10.23733862,4.185,0
1/3/2023,2.15,10.23733862,4.005,0
1/4/2023,1.75,8.849208816,4.275,0
1/4/2023,1.26,8.849208816,4.005,0
1/4/2023,0.76,8.849208816,3.96,0
1/4/2023,0.18,8.849208816,5.22,0
1/4/2023,-0.34,8.849208816,6.66,0
1/4/2023,-0.84,8.849208816,9.36,0
1/4/2023,-1.43,8.849208816,6.57,0
1/4/2023,-1.94,8.849208816,3.915,0
1/4/2023,-0.25,8.849208816,2.97,152
1/4/2023,-0.09,8.849208816,3.195,48
1/4/2023,0.43,8.849208816,2.295,88
1/4/2023,1.38,8.849208816,2.475,156
1/4/2023,2.11,8.849208816,2.205,175
1/4/2023,2.55,8.849208816,3.42,168
1/4/2023,3.04,8.849208816,2.025,297
1/4/2023,2.84,8.849208816,1.485,140
1/4/2023,2.01,8.849208816,1.44,0
1/4/2023,1.64,8.849208816,1.755,0
1/4/2023,1.34,8.849208816,2.43,0
1/4/2023,1.04,8.849208816,2.52,0
1/4/2023,0.74,8.849208816,2.835,0
1/4/2023,0.44,8.849208816,1.935,0
1/4/2023,0.14,8.849208816,2.43,0
1/4/2023,-0.16,8.849208816,2.52,0
1/5/2023,-0.55,10.75829929,2.52,0
1/5/2023,-0.77,10.75829929,4.41,0
1/5/2023,-0.98,10.75829929,6.57,0
1/5/2023,-1.18,10.75829929,5.58,0
1/5/2023,-1.38,10.75829929,4.14,0
1/5/2023,-1.57,10.75829929,7.425,0
1/5/2023,-1.77,10.75829929,5.715,0
1/5/2023,-1.98,10.75829929,7.605,0
1/5/2023,-0.34,10.75829929,5.085,181
1/5/2023,0.77,10.75829929,4.365,165
1/5/2023,2.13,10.75829929,3.375,314
1/5/2023,3,10.75829929,2.61,253
1/5/2023,3.54,10.75829929,2.205,222
1/5/2023,2.46,10.75829929,2.16,15
1/5/2023,2.3,10.75829929,3.105,135
1/5/2023,2.21,10.75829929,2.925,190
1/5/2023,1.59,10.75829929,2.88,0
1/5/2023,1.24,10.75829929,4.455,0
1/5/2023,0.94,10.75829929,6.57,0
1/5/2023,0.55,10.75829929,6.84,0
1/5/2023,0.24,10.75829929,4.005,0
1/5/2023,-0.15,10.75829929,5.805,0
1/5/2023,-0.46,10.75829929,6.75,0
1/5/2023,-0.85,10.75829929,5.58,0
1/6/2023,-1.16,8.194373503,6.66,0
1/6/2023,-2.07,8.194373503,9.99,0
1/6/2023,-2.99,8.194373503,11.385,0
1/6/2023,-3.98,8.194373503,11.52,0
1/6/2023,-4.98,8.194373503,10.575,0
1/6/2023,-5.98,8.194373503,10.44,0
1/6/2023,-6.98,8.194373503,9.81,0
1/6/2023,-7.98,8.194373503,10.35,0
1/6/2023,-6.52,8.194373503,10.44,195
1/6/2023,-4.29,8.194373503,9.81,501
1/6/2023,-2.16,8.194373503,6.57,681
1/6/2023,-0.32,8.194373503,6.75,776
1/6/2023,0.86,8.194373503,8.73,775
1/6/2023,1.52,8.194373503,11.835,731
1/6/2023,1.51,8.194373503,13.5,491
1/6/2023,0.27,8.194373503,14.625,111
1/6/2023,-1.21,8.194373503,13.185,0
1/6/2023,-1.66,8.194373503,8.55,0
1/6/2023,-1.88,8.194373503,4.14,0
1/6/2023,-2.07,8.194373503,3.6,0
1/6/2023,-2.36,8.194373503,2.34,0
1/6/2023,-2.57,8.194373503,2.475,0
1/6/2023,-2.77,8.194373503,1.89,0
1/6/2023,-3.06,8.194373503,1.485,0
1/7/2023,-3.27,10.38758166,1.125,0
1/7/2023,-3.3,10.38758166,1.08,0
1/7/2023,-3.3,10.38758166,0.45,0
1/7/2023,-3.3,10.38758166,0.675,0
1/7/2023,-3.3,10.38758166,0.72,0
1/7/2023,-3.3,10.38758166,1.035,0
1/7/2023,-3.3,10.38758166,0.765,0
1/7/2023,-3.3,10.38758166,0.405,0
1/7/2023,-2.43,10.38758166,0.675,31
1/7/2023,-0.9,10.38758166,0.405,131
1/7/2023,0.52,10.38758166,0.36,203
1/7/2023,0.96,10.38758166,0.675,112
1/7/2023,0.56,10.38758166,0.72,31
1/7/2023,0.76,10.38758166,0.405,110
1/7/2023,1.06,10.38758166,0.99,143
1/7/2023,1.1,10.38758166,1.395,161
1/7/2023,0.57,10.38758166,0.81,0
1/7/2023,0.24,10.38758166,1.035,0
1/7/2023,-0.06,10.38758166,1.395,0
1/7/2023,-0.27,10.38758166,1.44,0
1/7/2023,-0.56,10.38758166,1.755,0
